ingredient,allergen,category,severity
yema de huevo fresco,None,Unknown,Safe
mechanically (expeller) pressed naturally refined grapeseed oil,None,Unknown,Safe
organic carrot,None,Unknown,Safe
canola and coconut oil,None,Unknown,Safe
pommes de terre 84%,None,Unknown,Safe
tamari (water,None,Unknown,Safe
enriched malted flour (bleached wheat flour,None,Unknown,Safe
vinaigre de cidre (vinaigre de cidre,None,Unknown,Safe
organic whey salt,None,Unknown,Safe
jus de raisin et de (2%),None,Unknown,Safe
lentilles corail 19%,None,Unknown,Safe
vjjg),None,Unknown,Safe
rtgkmt 125%,None,Unknown,Safe
de whey (lait)),None,Unknown,Safe
fondant icing (sugar,None,Unknown,Safe
lactose from milk,None,Unknown,Safe
raisins secs (16,None,Unknown,Safe
beta carotene (,None,Unknown,Safe
viande de porc (suisse) 26%,None,Unknown,Safe
00 sucre,None,Unknown,Safe
shotening (palm,None,Unknown,Safe
poulpes) 34,None,Unknown,Safe
6g dos 6,None,Unknown,Safe
eproduceeri) in china /,None,Unknown,Safe
shrimp (penaeus vannamei),None,Unknown,Safe
cru de vache,None,Unknown,Safe
butter (pasteurized sweet cr,None,Unknown,Safe
cultured pasteurised grade a nonfat milk,None,Unknown,Safe
viande de boeuf (10%),None,Unknown,Safe
emulgatoren,None,Unknown,Safe
conservateurs e211,None,Unknown,Safe
ferments lactiql-s (lait),None,Unknown,Safe
turmeric and 1/10 of 1% benzoate of soda added as a preservative,None,Unknown,Safe
vinaigre d'alcool),None,Unknown,Safe
cranberries (22%),None,Unknown,Safe
gaz carbonique,None,Unknown,Safe
chocolate stars (dehydrated cane juice,None,Unknown,Safe
goyave et fruit de la passion,None,Unknown,Safe
tagliatelles cuites 46 % (eau,None,Unknown,Safe
weizen-b0/o,None,Unknown,Safe
cannellini beans,None,Unknown,Safe
coriandre feuilles,None,Unknown,Safe
soy and wheat gluten protein,None,Unknown,Safe
scrambled eggs(whole eggs,None,Unknown,Safe
sugarm partially hydrogenated soybean oil,None,Unknown,Safe
natural flacvor,None,Unknown,Safe
monosodium glutamate parsley,None,Unknown,Safe
monodiglycrides,None,Unknown,Safe
tartaric acid,None,Unknown,Safe
dehydrated orange peel powder,None,Unknown,Safe
butter (contain milk),None,Unknown,Safe
couenne de porc fermier,None,Unknown,Safe
cooked sausage made with pork-chicken added (pork,None,Unknown,Safe
origano (0,None,Unknown,Safe
organic dehydrated on,None,Unknown,Safe
a blend of 100% irish whiskeys,None,Unknown,Safe
huile de tourneso,None,Unknown,Safe
cajun king spice (salt,None,Unknown,Safe
poivrons rouges et verts (4 %),None,Unknown,Safe
antioxydant (e301 ),None,Unknown,Safe
powderseed mix (organic whole flax seeds,None,Unknown,Safe
chocolat noir 70 % (masse de cacao 64 %,None,Unknown,Safe
6% (fruits 79% (mangue,None,Unknown,Safe
ammoniumcarbonaten),None,Unknown,Safe
chocolat 51 % (sucre de canne,None,Unknown,Safe
putenfleisch 9,None,Unknown,Safe
farina dl rais giallo (29,None,Unknown,Safe
m ono- and diglycerides,None,Unknown,Safe
yogurt raisins (evaporated cane juice,None,Unknown,Safe
11 vitamines (vitamine c,None,Unknown,Safe
acidity regulator (200,None,Unknown,Safe
cacao et vanille (99,None,Unknown,Safe
persil en flocons (0,None,Unknown,Safe
distilled and red wine vinegars,None,Unknown,Safe
lemonand elderberry juice concentrates,None,Unknown,Safe
artificial colors including red 40,None,Unknown,Safe
jarabede glucosa dehydrated glucose syrup,None,Unknown,Safe
high fructose corn syrup natural spice flavor,None,Unknown,Safe
mild chili pepper,None,Unknown,Safe
6% (agua,None,Unknown,Safe
enriched flour (flour niacin,None,Unknown,Safe
acides citrique,None,Unknown,Safe
pepper,None,Unknown,Safe
sels de fonte (e331),None,Unknown,Safe
ginger pepper,None,Unknown,Safe
cooked enriched macaroni (durum wheat semolina,None,Unknown,Safe
bacon chunked and formed (cured with water,None,Unknown,Safe
artificial color (includes yellow 0),None,Unknown,Safe
citric acid added for stability),None,Unknown,Safe
organic carrot ginger puree (organic apples,None,Unknown,Safe
courgettes 8,None,Unknown,Safe
organic ground almon,None,Unknown,Safe
viande bovine halal,None,Unknown,Safe
whiskey(rye),None,Unknown,Safe
contains 2% or less of dextrin,None,Unknown,Safe
celery concentrated chicken broth base (chicken broth,None,Unknown,Safe
natural citrus extract (as preservative),None,Unknown,Safe
and spice extractives,None,Unknown,Safe
aromates (citron 3,None,Unknown,Safe
8% apfelsaft,None,Unknown,Safe
e297 e e331),None,Unknown,Safe
tomate (120g pour 100g de ketchup),None,Unknown,Safe
koncentrisani sok od zove,None,Unknown,Safe
onions (0,None,Unknown,Safe
sar,None,Unknown,Safe
mimolette 3% (lait,None,Unknown,Safe
fried onion,None,Unknown,Safe
dehydrated ga,None,Unknown,Safe
hem,None,Unknown,Safe
vitamine (riboflavina (b2),None,Unknown,Safe
aluminium-free,None,Unknown,Safe
non-gm brown rice syrup solids,None,Unknown,Safe
lrit,None,Unknown,Safe
extra vergine olijfolie 3%,None,Unknown,Safe
sorbate),None,Unknown,Safe
menu de porc,None,Unknown,Safe
riz bio 45%,None,Unknown,Safe
beef flavor (with stock,None,Unknown,Safe
ginger and cloves,None,Unknown,Safe
partially hydrogenated vegetable oil),None,Unknown,Safe
cherry (cherry,None,Unknown,Safe
milk chocolate coated crispy rice (milk chocolate (sugar,None,Unknown,Safe
rice (cooked) 60%,None,Unknown,Safe
gelatin modified potato starch,None,Unknown,Safe
streusel,None,Unknown,Safe
honey roasted almonds (roasted almonds,None,Unknown,Safe
rochelle salt (natural buffer),None,Unknown,Safe
emmental (lait) 0,None,Unknown,Safe
dehydrated vegetable packet (green onions,None,Unknown,Safe
potassium sorbate ad sodium benzoate (preservatives),None,Unknown,Safe
vollmaisschrot 6%),None,Unknown,Safe
schokolade 5,None,Unknown,Safe
less than 1% o,None,Unknown,Safe
ham flavor (hydrolyzed soy and corn protein,None,Unknown,Safe
poulet sauce au curry et noix de coco 59,None,Unknown,Safe
rindfleisch 2,None,Unknown,Safe
less than 2% sili,None,Unknown,Safe
garlic (organic),None,Unknown,Safe
gomme xantane),None,Unknown,Safe
wf,None,Unknown,Safe
penne (durum wheat semolina),None,Unknown,Safe
pumpkin pie flavor (contains soy),None,Unknown,Safe
banana puree (bananas,None,Unknown,Safe
e-au,None,Unknown,Safe
galangal ginger powder,None,Unknown,Safe
coconut syrup (corn syrup,None,Unknown,Safe
3 % (contient huile de colza et/ou de coton),None,Unknown,Safe
pickled radish (radish,None,Unknown,Safe
black salt powder,None,Unknown,Safe
oleoresin 01 paprika,None,Unknown,Safe
059 t 22,None,Unknown,Safe
sorbet tropical 37,None,Unknown,Safe
dried mission figs,None,Unknown,Safe
courgette (7%),None,Unknown,Safe
fibres de ble 1,None,Unknown,Safe
dehydrated vegetables and fruit (carrots,None,Unknown,Safe
emulsifier (soya lecithin,None,Unknown,Safe
chou 41 % (ue),None,Unknown,Safe
potassium sorbate (to reserve freshness),None,Unknown,Safe
conservateur sorbate )tassium,None,Unknown,Safe
1 % (cornichon,None,Unknown,Safe
chapelure 1,None,Unknown,Safe
roasted sunflower seed kernels (sunflower kernels,None,Unknown,Safe
12% reis-weizen-extradat (reismehl,None,Unknown,Safe
chestnut mushroom,None,Unknown,Safe
queijos,None,Unknown,Safe
organic lemon juice (12%),None,Unknown,Safe
and/or sunflower seed),None,Unknown,Safe
colorants naturels (serratule,None,Unknown,Safe
natural fig flavor,None,Unknown,Safe
mozzarella (contient lait ue) 16%,None,Unknown,Safe
yellow 6 and yellow 5),None,Unknown,Safe
basilic bio,None,Unknown,Safe
brownie - bleached enriched flour (bleached wheat flour,None,Unknown,Safe
guanara seed extract (2 mg/ 100 ml),None,Unknown,Safe
fruit juice concentrate (apple and pear),None,Unknown,Safe
wheaty and whole grain oat flour,None,Unknown,Safe
aromate (basilic),None,Unknown,Safe
' water,None,Unknown,Safe
ferments lactiques et vitamine d,None,Unknown,Safe
mixed bell peppers),None,Unknown,Safe
sodium metabisulphite),None,Unknown,Safe
ferments lactlques,None,Unknown,Safe
old fashioned oats,None,Unknown,Safe
malted cereal flour,None,Unknown,Safe
napoleon grapes class ii,None,Unknown,Safe
freeze dried shrimp,None,Unknown,Safe
farine de quinoa (6 %),None,Unknown,Safe
organic pumpkins,None,Unknown,Safe
organic bluberry flavored nuggets,None,Unknown,Safe
de manioc ou de riz,None,Unknown,Safe
sang de porc 36,None,Unknown,Safe
infuso di scorze di limone di sorrento (alcool,None,Unknown,Safe
rib,None,Unknown,Safe
water soy sauce (water,None,Unknown,Safe
sel poivre gris moulu,None,Unknown,Safe
seedless papaya,None,Unknown,Safe
(fourrage 40%),None,Unknown,Safe
jus d'ananas,None,Unknown,Safe
labaustauschstoff),None,Unknown,Safe
tarwegluun,None,Unknown,Safe
poivrons rouges 12,None,Unknown,Safe
poireaux 10,None,Unknown,Safe
turmeric and black carrot juice concentrate (for color),None,Unknown,Safe
cranberry juice concentrate) fumaric acid,None,Unknown,Safe
concentrate of carrot and blueberry (as color),None,Unknown,Safe
class a eggs,None,Unknown,Safe
nanm0b0 macno,None,Unknown,Safe
sodium hydroxide) methyparaben and propylparaben,None,Unknown,Safe
nonfat day monoglycerides,None,Unknown,Safe
fromage parmigiano-regiano aop (4%),None,Unknown,Safe
sucre de cannel,None,Unknown,Safe
fromage frais de vache (lait),None,Unknown,Safe
ground flaxmeal,None,Unknown,Safe
lait 53,None,Unknown,Safe
spice extractives (including extractives of paprika),None,Unknown,Safe
peppermint candy (corn syrup,None,Unknown,Safe
natural stabilizer (cmc),None,Unknown,Safe
pineapple (contains ascorbic acid and citric acid),None,Unknown,Safe
carrot powder natural flavor,None,Unknown,Safe
iqbjsp) otejt),None,Unknown,Safe
e-414,None,Unknown,Safe
and/or soybean and/or palm oil,None,Unknown,Safe
peanuts (%81),None,Unknown,Safe
9 % - abricots 35,None,Unknown,Safe
fourrage saveur fraise 50% (sucre,None,Unknown,Safe
salti vinegar,None,Unknown,Safe
parsley juice concentrate,None,Unknown,Safe
5% (citron 2,None,Unknown,Safe
21 %,None,Unknown,Safe
freeze dried bananas,None,Unknown,Safe
organic cheddar cheese,None,Unknown,Safe
water yeast,None,Unknown,Safe
speriz,None,Unknown,Safe
mirtilo,None,Unknown,Safe
especias (mostaza en polvo,None,Unknown,Safe
aplm oil,None,Unknown,Safe
organic sprouted corn flour,None,Unknown,Safe
sodum benzoate,None,Unknown,Safe
flocons d'avoine (23,None,Unknown,Safe
(zinc oxide),None,Unknown,Safe
chicken eggs,None,Unknown,Safe
vibra,None,Unknown,Safe
chicory root extract (fiber),None,Unknown,Safe
lait entier 66%,None,Unknown,Safe
champignons 13,None,Unknown,Safe
mais (26%),None,Unknown,Safe
caragen,None,Unknown,Safe
condesnsed milk,None,Unknown,Safe
api04% aceite de girasol,None,Unknown,Safe
13% farine de riz bio,None,Unknown,Safe
gram pulse,None,Unknown,Safe
green boiled peanuts,None,Unknown,Safe
caramel coloring,None,Unknown,Safe
petit pois (canada),None,Unknown,Safe
colorant (e150d),None,Unknown,Safe
buttered almond toffee (sugar,None,Unknown,Safe
viande de boeuf (4%),None,Unknown,Safe
papaya (dried papaya,None,Unknown,Safe
dry pinto beans,None,Unknown,Safe
extrait et vinaigre de vin rouge,None,Unknown,Safe
framboise (2,None,Unknown,Safe
orange and grapefruit juice from concentrate citric acid,None,Unknown,Safe
jus de pamplemousse rose - pulpe 3%,None,Unknown,Safe
aldi soutient la production durable,None,Unknown,Safe
salt oregano,None,Unknown,Safe
chausseestrasse 8e,None,Unknown,Safe
magere lactosevrii melkpoeder,None,Unknown,Safe
spices (including black pepper),None,Unknown,Safe
l- cysteine hydrochloride,None,Unknown,Safe
figues (2%),None,Unknown,Safe
saucisson (viande de porc,None,Unknown,Safe
jamon,None,Unknown,Safe
sodium diacetrate,None,Unknown,Safe
glucose - fructose syrup,None,Unknown,Safe
aceite de oliva (4,None,Unknown,Safe
lime oil) hydrolyzed corn protein,None,Unknown,Safe
ascorbic acid added as a dough condition,None,Unknown,Safe
sodium caseinate (milk,None,Unknown,Safe
vitamin blend (maltodextrin,None,Unknown,Safe
color (annatto extract caramel),None,Unknown,Safe
e163 e160a,None,Unknown,Safe
fructan (nutra flora,None,Unknown,Safe
low-fat cocoa powder,None,Unknown,Safe
parmesan cheese (pasteurized part skim cows' milk,None,Unknown,Safe
fiesta lime seasoning (sugar,None,Unknown,Safe
durum wheat flour (enriched with iron (ferrous sulfate) and b vitamins (niacin thiamin,None,Unknown,Safe
contains 2 or less of disodium phosphate,None,Unknown,Safe
pomme',None,Unknown,Safe
dried cream,None,Unknown,Safe
monosodium glutu,None,Unknown,Safe
milk thistle extrac,None,Unknown,Safe
millet (2%),None,Unknown,Safe
glucides (70,None,Unknown,Safe
citric sea salt,None,Unknown,Safe
non-gmo cultured corn syrup solids,None,Unknown,Safe
whole sweetened dried cranberries (cranberries,None,Unknown,Safe
malt ball center (corn syrup,None,Unknown,Safe
84 % viande de porc,None,Unknown,Safe
perejil seco,None,Unknown,Safe
sirop de giucose-fructose,None,Unknown,Safe
k de soja,None,Unknown,Safe
5%,None,Unknown,Safe
garlic guar gum,None,Unknown,Safe
vegetable broth (carrots,None,Unknown,Safe
nougatine 4% (sucre,None,Unknown,Safe
flour salt,None,Unknown,Safe
lemon juice for tartness,None,Unknown,Safe
mustard seeds salt,None,Unknown,Safe
tait en poudre 19%,None,Unknown,Safe
e120 et e133,None,Unknown,Safe
bha (as a preservative)),None,Unknown,Safe
4% (farina di frumento inteqrale,None,Unknown,Safe
lemon and lime oils,None,Unknown,Safe
farine d' orge,None,Unknown,Safe
potassium sorbate (as a preservative),None,Unknown,Safe
banane (17%),None,Unknown,Safe
and wheat,None,Unknown,Safe
canneberges (6%) (canneberges,None,Unknown,Safe
assaisonnement (sel,None,Unknown,Safe
glukosesirup (weizen)t salz,None,Unknown,Safe
riboflavine (b2),None,Unknown,Safe
(roasted in sunflower oil,None,Unknown,Safe
malted barley flavouring (contains milk),None,Unknown,Safe
ancho chill pepper,None,Unknown,Safe
dried unsweetened coconut,None,Unknown,Safe
extrait de mal 7 de sodium,None,Unknown,Safe
cellulose) extra,None,Unknown,Safe
sirop d'agave issu de l'agriculture biologique,None,Unknown,Safe
toffee (grade aa butter,None,Unknown,Safe
pulpe d'oranges),None,Unknown,Safe
bbq spice mix fructose,None,Unknown,Safe
lycopene from red tomatoes,None,Unknown,Safe
benzoate of soda added),None,Unknown,Safe
roasted red bell peppers),None,Unknown,Safe
baking powder (aluminum-free,None,Unknown,Safe
yeast soy flour,None,Unknown,Safe
maple syrup (9%),None,Unknown,Safe
dimethyl dicarbonate),None,Unknown,Safe
git-ltose,None,Unknown,Safe
dmethylplyloxane,None,Unknown,Safe
couenne de porc) (france),None,Unknown,Safe
myrtille,None,Unknown,Safe
pousses de haricots mungo (52 %),None,Unknown,Safe
organic whole toasted oats,None,Unknown,Safe
tuna and carbon monoxide (to promote color retention),None,Unknown,Safe
aleulf bivochtigingsmiddel(e422),None,Unknown,Safe
sunflower oil) walnuts,None,Unknown,Safe
ryofunso(grass jelly),None,Unknown,Safe
chicken base (chicken meat and chicken juices,None,Unknown,Safe
8% viande de poulet fermier bio,None,Unknown,Safe
karboksimetil-celuloza),None,Unknown,Safe
sunflower oil) glycerine,None,Unknown,Safe
soy lecithin (an emulsifier) vanillin (an artificial flavor)),None,Unknown,Safe
cocoa (processed with al,None,Unknown,Safe
vegetable shortening (hydrogenated soybean and/or cottonseed oil),None,Unknown,Safe
mini mint cups (sugar,None,Unknown,Safe
organic tomato,None,Unknown,Safe
navets 4,None,Unknown,Safe
organic gluten-free brown rice flour,None,Unknown,Safe
poudre de cacao maigre 7%,None,Unknown,Safe
graines de vanille (madagascar),None,Unknown,Safe
contain less than 2% of beta carotene color,None,Unknown,Safe
cacao migre en poudre,None,Unknown,Safe
vegetable fats (sal fat,None,Unknown,Safe
wheat gluten dextrose,None,Unknown,Safe
triple filtered purified water,None,Unknown,Safe
dried chipotle peppers),None,Unknown,Safe
jonagold),None,Unknown,Safe
dijon mustard vinegar,None,Unknown,Safe
extrait de lactiques,None,Unknown,Safe
vegetable proteins hydrolyzed,None,Unknown,Safe
d'ail et de citronnelle,None,Unknown,Safe
menthe 20%,None,Unknown,Safe
kopercarbonaat,None,Unknown,Safe
boisson spiritueuse,None,Unknown,Safe
organic pasteurized provolone (organic cultured pasteurized part skim milk,None,Unknown,Safe
lager - water,None,Unknown,Safe
soy lecithin - an emulsifier vanilla),None,Unknown,Safe
cotton seed or canola),None,Unknown,Safe
5% soja),None,Unknown,Safe
cucumber flavor (natural cucumber flavor,None,Unknown,Safe
anchovies and/or sardines,None,Unknown,Safe
palm oil and fractionated palm oil,None,Unknown,Safe
onion cocoa processed with alkali,None,Unknown,Safe
soy lecithin as an emulsifier),None,Unknown,Safe
1en1 7-5 s 20 % 0,None,Unknown,Safe
lite salt (potassium chloride,None,Unknown,Safe
infusion de the vert (eau,None,Unknown,Safe
partially hydrogenated vegetable shortening containing soybean and/or cottonseed oil,None,Unknown,Safe
monosodium glutamate (as flavor vegetable oil (olein and palm),None,Unknown,Safe
2% part skim mozzarella cheese,None,Unknown,Safe
lig,None,Unknown,Safe
fiavourings,None,Unknown,Safe
beet fiber,None,Unknown,Safe
acide l-ascorbique (vitamine c),None,Unknown,Safe
unsweet chocolate,None,Unknown,Safe
soy lecithin and vani,None,Unknown,Safe
linsen gekocht (linsen,None,Unknown,Safe
monocalcium phosphate monohydrate,None,Unknown,Safe
dry salted ricotta (whey from sheep's milk,None,Unknown,Safe
'i' ebijaponica 1,None,Unknown,Safe
infusion de vanille,None,Unknown,Safe
beurre doux de baratte 25%,None,Unknown,Safe
deproteinized whey powder (milk),None,Unknown,Safe
gousse de vanille en poudre 0,None,Unknown,Safe
ricotta cheese (pasteurized milk,None,Unknown,Safe
haricot vert 25%,None,Unknown,Safe
sel) 72%,None,Unknown,Safe
soybean with tbhq for freshness),None,Unknown,Safe
fruit and vegetable juice colo,None,Unknown,Safe
gras de porc (france) 4 %,None,Unknown,Safe
flageolets verts extra fins 24%,None,Unknown,Safe
refined grapeseed oil,None,Unknown,Safe
dark chocolate (organic sugar,None,Unknown,Safe
de rimfim1e,None,Unknown,Safe
acesulfamekl contains a source of phenylatanine,None,Unknown,Safe
whole grain flour blend (amaranth,None,Unknown,Safe
water chocolate b(sugar,None,Unknown,Safe
rich starch,None,Unknown,Safe
welsh onion powder,None,Unknown,Safe
gras 3%),None,Unknown,Safe
21g,None,Unknown,Safe
tomate cerise 12%,None,Unknown,Safe
fair trade certified cocoa,None,Unknown,Safe
mono- syror),None,Unknown,Safe
